source,target,evidence,iLIS,fdr
GstE12,GstE10,diopt4,0.7695,FDR 1
GstE12,GstE3,diopt4,0.7546,FDR 1
GstE12,gfzf,diopt4,0.731,FDR 1
GstE12,GstE11,diopt4,0.7296,FDR 1
GstE12,GstE14,diopt4,0.6879,FDR 1
GstE12,Fkbp12,both,0.6229,FDR 1
GstE12,GstO2,diopt4,0.5823,FDR 1
GstE12,se,diopt4,0.5259,FDR 5
GstE12,GstO1,diopt4,0.5052,FDR 5
GstE12,GstO3,both,0.3894,FDR 5
GstE12,AnxB9,fly,0.2514,FDR 10
GstE12,chic,both,0.2344,FDR 10
GstE3,GstE10,diopt4,0.7583,FDR 1
GstE3,gfzf,diopt4,0.7334,FDR 1
GstE3,GstE11,diopt4,0.7208,FDR 1
GstE3,GstE14,diopt4,0.711,FDR 1
GstE10,gfzf,diopt4,0.7266,FDR 1
GstE10,GstO2,diopt4,0.7156,FDR 1
GstE10,GstO3,diopt4,0.7096,FDR 1
GstE10,GstE11,diopt4,0.7015,FDR 1
GstE10,GstO1,diopt4,0.6524,FDR 1
GstE10,HIP-R,fly,0.5257,FDR 5
GstE10,GstE14,diopt4,0.5016,FDR 5
NC2beta,NC2alpha,both,0.7958,FDR 1
NC2beta,Taf11,both,0.7202,FDR 1
NC2beta,D12,both,0.7044,FDR 1
NC2beta,Atac2,both,0.5967,FDR 1
NC2beta,CG17746,diopt4,0.4509,FDR 5
NC2beta,Atac1,both,0.3901,FDR 5
NC2beta,Mipp1,diopt4,0.3097,FDR 10
NC2beta,CG3632,diopt4,0.3042,FDR 10
NC2beta,pnut,diopt4,0.2571,FDR 10
NC2beta,sti,diopt4,0.2535,FDR 10
NC2alpha,Phf7,fly,0.5787,FDR 1
NC2alpha,Pka-R1,fly,0.4309,FDR 5
NC2alpha,Erk7,diopt4,0.4154,FDR 5
NC2alpha,Cdk9,diopt4,0.3314,FDR 10
NC2alpha,alph,diopt4,0.3167,FDR 10
NC2alpha,Cdk8,diopt4,0.2782,FDR 10
NC2alpha,aPKC,diopt4,0.277,FDR 10
NC2alpha,CG17746,diopt4,0.2746,FDR 10
NC2alpha,Dsor1,diopt4,0.2524,FDR 10
Gbeta13F,Ggamma1,both,0.7947,FDR 1
Gbeta13F,Galphao,both,0.6428,FDR 1
Gbeta13F,Galphai,both,0.6306,FDR 1
Gbeta13F,cta,diopt4,0.5732,FDR 1
Gbeta13F,ref(2)P,both,0.366,FDR 5
Gbeta13F,PpV,diopt4,0.3324,FDR 10
Gbeta13F,Phlpp,diopt4,0.3006,FDR 10
Gbeta13F,Bx,diopt4,0.2712,FDR 10
Gbeta13F,Arp1,diopt4,0.2545,FDR 10
Nedd8,Den1,both,0.7923,FDR 1
Nedd8,CG10960,diopt4,0.2394,FDR 10
Den1,nom,fly,0.4783,FDR 5
SmE,SNRPG,both,0.7912,FDR 1
SmE,SmF,both,0.7472,FDR 1
SmE,LSm7,both,0.7439,FDR 1
SmE,SmB,both,0.7145,FDR 1
SmE,CG10418,both,0.6756,FDR 1
SmE,CG17768,both,0.4926,FDR 5
SmE,SmD1,both,0.3925,FDR 5
SmE,CG9344,both,0.3499,FDR 5
SmE,SmD3,both,0.2898,FDR 10
SmE,SmD2,both,0.2799,FDR 10
SmE,icln,both,0.2778,FDR 10
SmE,CG4038,fly,0.2493,FDR 10
SNRPG,SmD3,both,0.7814,FDR 1
SNRPG,CG17768,both,0.7619,FDR 1
SNRPG,CG10418,both,0.7594,FDR 1
SNRPG,SmD1,both,0.7525,FDR 1
SNRPG,Atg8a,diopt4,0.7424,FDR 1
SNRPG,EloB,fly,0.6493,FDR 1
SNRPG,SmD2,both,0.6428,FDR 1
SNRPG,Rrp46,fly,0.5852,FDR 1
SNRPG,CG9344,both,0.5589,FDR 1
SNRPG,CG4038,fly,0.4703,FDR 5
SNRPG,Nlp,fly,0.4614,FDR 5
SNRPG,SmF,both,0.4455,FDR 5
SNRPG,Smn,both,0.3994,FDR 5
SNRPG,Lsm11,both,0.3838,FDR 5
SNRPG,Map205,fly,0.2965,FDR 10
SNRPG,SmB,both,0.2904,FDR 10
SNRPG,Mapmodulin,fly,0.2899,FDR 10
SmD3,SmB,both,0.7897,FDR 1
SmD3,LSm7,both,0.7841,FDR 1
SmD3,SmD2,both,0.7167,FDR 1
SmD3,LysRS,fly,0.3673,FDR 5
SmD3,Hsc70-4,diopt4,0.2753,FDR 10
SmD3,Atg8a,diopt4,0.228,FDR 10
SmB,SmD1,both,0.7473,FDR 1
SmB,SmD2,both,0.6855,FDR 1
SmB,Hez,both,0.6175,FDR 1
SmB,Smn,both,0.4527,FDR 5
SmB,CG8223,fly,0.45,FDR 5
SmB,Deaf1,fly,0.3954,FDR 5
SmB,l(3)05822,fly,0.383,FDR 5
SmB,CG7637,fly,0.367,FDR 5
SmB,Dek,fly,0.2951,FDR 10
SmB,LysRS,fly,0.2727,FDR 10
SmB,PAN3,fly,0.2619,FDR 10
CG7834,wal,both,0.7895,FDR 1
CG7834,CG14715,both,0.5598,FDR 1
CG7834,PCNA,fly,0.3707,FDR 5
CG7834,Tudor-SN,fly,0.3442,FDR 5
CG7834,ATPsynD,both,0.3245,FDR 10
CG7834,CG5174,fly,0.2685,FDR 10
CG7834,atl,both,0.2284,FDR 10
CG7834,Uev1A,fly,0.2266,FDR 10
wal,Rab2,both,0.4933,FDR 5
wal,Idh3a,both,0.3606,FDR 5
wal,CDC50,fly,0.3191,FDR 10
wal,CG33303,fly,0.2945,FDR 10
wal,Mpcp2,fly,0.2357,FDR 10
wal,mats,diopt4,0.2277,FDR 10
wal,CCT8,fly,0.2247,FDR 10
GstE14,gfzf,diopt4,0.7321,FDR 1
GstE14,GstE11,diopt4,0.7104,FDR 1
GstE14,RnrL,fly,0.2648,FDR 10
GstE14,Amt,diopt4,0.2248,FDR 10
CG12975,CG10903,both,0.7857,FDR 1
CG10903,Akt1,diopt4,0.3191,FDR 10
GstE11,gfzf,diopt4,0.6529,FDR 1
LSm7,CG6610,both,0.7698,FDR 1
LSm7,CG17768,both,0.7386,FDR 1
LSm7,CG10418,both,0.7283,FDR 1
LSm7,CG9344,both,0.6526,FDR 1
LSm7,LSm1,both,0.6448,FDR 1
LSm7,LSm3,both,0.6413,FDR 1
LSm7,CG2021,both,0.6294,FDR 1
LSm7,SmF,both,0.5876,FDR 1
LSm7,Patr-1,both,0.2322,FDR 10
TfIIA-L,TfIIA-S,both,0.7828,FDR 1
TfIIA-L,TfIIA-S-2,both,0.77,FDR 1
TfIIA-L,CG17829,fly,0.4986,FDR 5
TfIIA-L,Tbp,both,0.4199,FDR 5
TfIIA-L,Erk7,diopt4,0.4005,FDR 5
TfIIA-L,Cdc7,diopt4,0.3477,FDR 5
TfIIA-L,CG5790,diopt4,0.3414,FDR 5
TfIIA-L,Cdk7,diopt4,0.3333,FDR 10
TfIIA-L,Csk,diopt4,0.2823,FDR 10
TfIIA-L,Pka-C2,diopt4,0.2784,FDR 10
TfIIA-L,Akt1,diopt4,0.2593,FDR 10
TfIIA-L,Cdk8,diopt4,0.2293,FDR 10
TfIIA-S,Tbp,both,0.6301,FDR 1
TfIIA-S,Trf2,both,0.5774,FDR 1
Taf12,Ada1-2,both,0.7816,FDR 1
Taf12,e(y)2b,both,0.6591,FDR 1
Taf12,e(y)2,both,0.5234,FDR 5
Taf12,Taf9,both,0.4711,FDR 5
Taf12,GATAe,both,0.4122,FDR 5
Taf12,GckIII,diopt4,0.3593,FDR 5
Taf12,Bub1,diopt4,0.3588,FDR 5
Taf12,CG7094,diopt4,0.3454,FDR 5
Taf12,Taf6,both,0.3219,FDR 10
Taf12,CG15528,diopt4,0.3054,FDR 10
Taf12,mbt,diopt4,0.3031,FDR 10
Taf12,Saf6,fly,0.2867,FDR 10
Taf12,Aduk,diopt4,0.2788,FDR 10
Taf12,Fcp1,diopt4,0.2467,FDR 10
Taf12,Dyrk2,diopt4,0.235,FDR 10
Taf12,CG4839,diopt4,0.2238,FDR 10
Ada1-2,Taf9,both,0.6056,FDR 1
Ada1-2,Ada3,both,0.5796,FDR 1
Ada1-2,Spt3,both,0.5255,FDR 5
Ada1-2,Spt7,both,0.4309,FDR 5
Chrac-16,Acf,both,0.5111,FDR 5
Chrac-16,Hmg-2,fly,0.3792,FDR 5
CG30108,a5,diopt4,0.3108,FDR 10
U2A,snf,both,0.7763,FDR 1
U2A,eIF4E1,fly,0.6453,FDR 1
U2A,epsilonCOP,fly,0.516,FDR 5
U2A,icln,fly,0.3895,FDR 5
U2A,ND-ACP,fly,0.3711,FDR 5
U2A,CG18178,fly,0.3207,FDR 10
U2A,SmF,both,0.2833,FDR 10
U2A,CG8223,fly,0.2493,FDR 10
U2A,vig,fly,0.2466,FDR 10
snf,CG31211,fly,0.6841,FDR 1
snf,pps,both,0.6181,FDR 1
snf,CG8223,fly,0.4405,FDR 5
snf,mRpL1,fly,0.4207,FDR 5
snf,icln,fly,0.4116,FDR 5
snf,CG15019,fly,0.3851,FDR 5
snf,snRNP-U1-C,both,0.2525,FDR 10
snf,SmD1,both,0.2449,FDR 10
snf,Smn,both,0.2374,FDR 10
snf,Mtr3,fly,0.2301,FDR 10
Rae1,CG18787,both,0.7762,FDR 1
Rae1,Treh,fly,0.4091,FDR 5
CG18787,CG18081,fly,0.6388,FDR 1
CG18787,Df31,fly,0.3726,FDR 5
CG18787,sob,fly,0.3314,FDR 10
gfzf,GstT4,diopt4,0.5917,FDR 1
gfzf,GstO2,diopt4,0.5229,FDR 5
gfzf,Cp190,fly,0.4773,FDR 5
gfzf,M1BP,fly,0.4662,FDR 5
gfzf,GstO3,diopt4,0.4217,FDR 5
gfzf,GstO1,both,0.4191,FDR 5
gfzf,se,diopt4,0.2883,FDR 10
gfzf,E2f1,fly,0.2522,FDR 10
gfzf,mod(mdg4),fly,0.2337,FDR 10
ND-24,ND-51,both,0.7757,FDR 1
ND-24,CG11752,fly,0.6268,FDR 1
ND-24,ND-75,both,0.5138,FDR 5
ND-24,ND-30,both,0.4702,FDR 5
ND-24,IM33,fly,0.4559,FDR 5
ND-24,ND-13A,both,0.4526,FDR 5
ND-24,ND-B14.5A,both,0.3585,FDR 5
ND-24,ND-B14.7,both,0.3374,FDR 10
ND-24,ND-B22,both,0.2781,FDR 10
ND-51,ND-75,both,0.5851,FDR 1
ND-51,ND-23,both,0.2255,FDR 10
CG31954,CG13748,diopt4,0.7736,FDR 1
CG31954,sax,diopt4,0.476,FDR 5
CG31954,Appl,diopt4,0.4024,FDR 5
CG31954,nrv3,diopt4,0.3839,FDR 5
CG31954,CG11703,diopt4,0.374,FDR 5
CG31954,Nepl20,diopt4,0.3116,FDR 10
CG31954,alpha-Man-IIa,diopt4,0.2965,FDR 10
CG31954,ItgaPS4,diopt4,0.2804,FDR 10
CG31954,Nep5,diopt4,0.2709,FDR 10
CG31954,CG3253,diopt4,0.2695,FDR 10
CG31954,Ost48,diopt4,0.258,FDR 10
CG31954,svr,diopt4,0.2531,FDR 10
CG31954,mys,diopt4,0.2315,FDR 10
CG13748,Try29F,diopt4,0.7644,FDR 1
CG13748,Sb,diopt4,0.7561,FDR 1
CG13748,Appl,diopt4,0.4829,FDR 5
CG3604,Sb,diopt4,0.7736,FDR 1
CG3604,Appl,diopt4,0.258,FDR 10
Sb,IM33,diopt4,0.7443,FDR 1
Sb,CG43777,diopt4,0.5978,FDR 1
Sb,CG31515,diopt4,0.591,FDR 1
Sb,CG32313,diopt4,0.5568,FDR 1
Sb,Spn43Aa,diopt4,0.5408,FDR 5
Sb,Spn42Dc,diopt4,0.4886,FDR 5
Sb,scpr-C,diopt4,0.469,FDR 5
Sb,Calr,diopt4,0.4677,FDR 5
Sb,Spn42Db,diopt4,0.4586,FDR 5
Sb,Pdi,diopt4,0.4516,FDR 5
Sb,Sema1b,diopt4,0.4446,FDR 5
Sb,Spn42Da,diopt4,0.4429,FDR 5
Sb,CG17575,diopt4,0.4402,FDR 5
Sb,tpr,diopt4,0.4203,FDR 5
Sb,CG34002,diopt4,0.4132,FDR 5
Sb,CG9294,diopt4,0.4124,FDR 5
Sb,CG17974,diopt4,0.3973,FDR 5
Sb,dlp,diopt4,0.3952,FDR 5
Sb,ATP6AP2,diopt4,0.3916,FDR 5
Sb,Spn55B,diopt4,0.3888,FDR 5
Sb,NijA,diopt4,0.3852,FDR 5
Sb,CG42827,diopt4,0.3808,FDR 5
Sb,CG42780,diopt4,0.3765,FDR 5
Sb,LpR2,diopt4,0.3657,FDR 5
Sb,CG3662,diopt4,0.3561,FDR 5
Sb,CG9400,diopt4,0.3557,FDR 5
Sb,scpr-A,diopt4,0.3537,FDR 5
Sb,Spn77Ba,diopt4,0.3437,FDR 5
Sb,CG6347,diopt4,0.3432,FDR 5
Sb,Spn28B,diopt4,0.3421,FDR 5
Sb,CG9822,diopt4,0.3402,FDR 5
Sb,CG16799,diopt4,0.3229,FDR 10
Sb,wg,diopt4,0.3195,FDR 10
Sb,nec,diopt4,0.3142,FDR 10
Sb,CG4678,diopt4,0.3035,FDR 10
Sb,Fkbp14,diopt4,0.2937,FDR 10
Sb,l(2)k05911,diopt4,0.2881,FDR 10
Sb,Spn28Da,diopt4,0.2872,FDR 10
Sb,Qsox4,diopt4,0.2854,FDR 10
Sb,Spn42Dd,diopt4,0.2819,FDR 10
Sb,Sema2b,diopt4,0.276,FDR 10
Sb,Ag5r2,diopt4,0.2629,FDR 10
Sb,PH4alphaNE2,diopt4,0.2552,FDR 10
Sb,daw,diopt4,0.2341,FDR 10
Sb,CG2918,diopt4,0.233,FDR 10
Sb,Wnt2,diopt4,0.2235,FDR 10
Pvf2,Pvf3,fly,0.7719,FDR 1
Pvf2,CG4328,fly,0.451,FDR 5
Pvf2,Pvf1,fly,0.2765,FDR 10
Pvf3,Pvf1,fly,0.4223,FDR 5
Pvf3,AlaRS,fly,0.3396,FDR 5
ttk,lolal,fly,0.7718,FDR 1
ttk,Trl,fly,0.7677,FDR 1
ttk,CG32121,fly,0.7609,FDR 1
ttk,mamo,fly,0.7482,FDR 1
ttk,rib,fly,0.7217,FDR 1
ttk,CG14407,fly,0.5363,FDR 5
ttk,phyl,fly,0.4918,FDR 5
ttk,AP-2mu,fly,0.4736,FDR 5
ttk,CDK2AP1,fly,0.4709,FDR 5
ttk,MEP-1,fly,0.4464,FDR 5
ttk,east,fly,0.4071,FDR 5
ttk,AP-1mu,fly,0.3588,FDR 5
ttk,sinah,fly,0.3144,FDR 10
ttk,Rac2,fly,0.2954,FDR 10
ttk,Ku80,fly,0.2703,FDR 10
ttk,Deaf1,fly,0.2523,FDR 10
ttk,lilli,fly,0.2484,FDR 10
ttk,msl-3,fly,0.2365,FDR 10
ttk,Irbp,fly,0.2288,FDR 10
lolal,mod(mdg4),fly,0.7431,FDR 1
lolal,rib,fly,0.7417,FDR 1
lolal,BtbVII,fly,0.7407,FDR 1
lolal,Trl,fly,0.7383,FDR 1
lolal,CG7518,fly,0.4101,FDR 5
lolal,ph-p,fly,0.317,FDR 10
lolal,Pc,fly,0.2714,FDR 10
TfIIA-S-2,Gsc,fly,0.5536,FDR 1
CG6610,CG9344,both,0.7533,FDR 1
CG6610,LSm3,both,0.748,FDR 1
CG6610,CG17768,both,0.7275,FDR 1
CG6610,CG10418,both,0.7036,FDR 1
CG6610,SmD2,both,0.7036,FDR 1
CG6610,CG2021,both,0.7017,FDR 1
CG6610,LSm1,both,0.6758,FDR 1
CG6610,SmF,both,0.5719,FDR 1
RPA2,RPA3,diopt4,0.7695,FDR 1
RPA2,RpA-70,diopt4,0.7169,FDR 1
RPA2,CG4038,diopt4,0.5234,FDR 5
RPA2,Irbp,diopt4,0.2932,FDR 10
RPA2,Ku80,diopt4,0.2629,FDR 10
RPA3,RpA-70,diopt4,0.5238,FDR 5
RPA3,ALiX,diopt4,0.4245,FDR 5
Rpb7,Rpb4,both,0.7689,FDR 1
Rpb7,CG9962,diopt4,0.5904,FDR 1
Rpb7,Fcp1,diopt4,0.5806,FDR 1
Rpb7,Pka-C2,diopt4,0.4006,FDR 5
Rpb7,mRNA-cap,diopt4,0.3866,FDR 5
Rpb7,Pka-C3,diopt4,0.3826,FDR 5
Rpb7,Pka-C1,diopt4,0.2643,FDR 10
Rpb4,spag,diopt4,0.3589,FDR 5
Rpb4,Cdk8,diopt4,0.2885,FDR 10
Rpb4,Pp4-19C,diopt4,0.2565,FDR 10
Rpb4,Src64B,diopt4,0.256,FDR 10
Rpb4,CanA1,fly,0.2274,FDR 10
CG10749,Mdh2,diopt4,0.7686,FDR 1
CG10749,CG10748,diopt4,0.7559,FDR 1
CG10749,Ldh,diopt4,0.4315,FDR 5
CG10749,Scsalpha2,diopt4,0.3285,FDR 10
CG10749,CG13334,diopt4,0.2789,FDR 10
Mdh2,CG10748,diopt4,0.7666,FDR 1
Mdh2,Ldh,diopt4,0.4705,FDR 5
Mdh2,Mapmodulin,both,0.3643,FDR 5
Mdh2,CG13334,diopt4,0.3128,FDR 10
Mdh2,CG10863,both,0.3114,FDR 10
Mdh2,CG2852,both,0.2994,FDR 10
Mdh2,Cyp1,both,0.2477,FDR 10
Vhl,EloC,both,0.7684,FDR 1
Vhl,sima,both,0.4463,FDR 5
Vhl,Hsp23,fly,0.3987,FDR 5
Vhl,btl,both,0.373,FDR 5
Vhl,Hsc70-4,diopt4,0.355,FDR 5
Vhl,Ror,diopt4,0.3026,FDR 10
EloC,EloA,both,0.6959,FDR 1
EloC,CG12081,both,0.689,FDR 1
EloC,EloB,both,0.6829,FDR 1
EloC,gus,both,0.6671,FDR 1
EloC,Madm,diopt4,0.6264,FDR 1
EloC,Socs44A,both,0.5943,FDR 1
EloC,Pat1,both,0.5489,FDR 5
EloC,Cul2,both,0.4974,FDR 5
EloC,fs(1)h,diopt4,0.4144,FDR 5
EloC,Cdk5,diopt4,0.2275,FDR 10
Fnta,betaggt-I,both,0.7528,FDR 1
CG34149,Ravus,fly,0.7682,FDR 1
CG34149,CG4424,fly,0.3486,FDR 5
Ravus,Awh,fly,0.5874,FDR 1
Ravus,betaNACtes4,fly,0.3247,FDR 10
CG2021,CG10418,both,0.7681,FDR 1
CG2021,CG17768,both,0.7521,FDR 1
CG2021,CG9344,both,0.7026,FDR 1
CG2021,LSm3,both,0.6157,FDR 1
CG2021,SmD2,both,0.6059,FDR 1
CG2021,LSm1,both,0.5322,FDR 5
CG2021,SmF,both,0.3355,FDR 10
CG2021,CG17162,fly,0.2641,FDR 10
CG10418,LSm3,both,0.7653,FDR 1
CG10418,icln,both,0.7263,FDR 1
CG10418,SmD2,both,0.6758,FDR 1
CG10418,CG9344,both,0.6347,FDR 1
CG10418,SLIRP2,fly,0.6099,FDR 1
CG10418,LSm1,both,0.4304,FDR 5
Trl,lola,fly,0.7573,FDR 1
Trl,bab1,fly,0.734,FDR 1
Trl,CG8924,fly,0.7115,FDR 1
Trl,esc,fly,0.5463,FDR 5
Trl,Bin1,fly,0.5015,FDR 5
Trl,CG31624,fly,0.4481,FDR 5
Trl,mor,fly,0.4119,FDR 5
Trl,corto,fly,0.3824,FDR 5
Trl,Ssrp,fly,0.3342,FDR 10
Trl,Rbf,fly,0.3311,FDR 10
Trl,pho,fly,0.2491,FDR 10
Rcp,CG7339,both,0.7674,FDR 1
Rcp,RpIIIC160,both,0.5204,FDR 5
Rcp,Arpc5,diopt4,0.4873,FDR 5
Rcp,Reps,diopt4,0.3951,FDR 5
Rcp,CG6686,diopt4,0.3395,FDR 5
Rcp,Set1,diopt4,0.3392,FDR 5
Rcp,Mps1,diopt4,0.3356,FDR 10
Rcp,Dis3l2,diopt4,0.3228,FDR 10
Rcp,BubR1,diopt4,0.3133,FDR 10
Rcp,snRNP-U1-C,diopt4,0.2884,FDR 10
Rcp,fmt,diopt4,0.2757,FDR 10
Rcp,CG7950,diopt4,0.2616,FDR 10
Rcp,Maf1,diopt4,0.2435,FDR 10
Rcp,Mipp1,diopt4,0.2416,FDR 10
Rcp,CG9596,diopt4,0.239,FDR 10
CG7339,Keap1,fly,0.2906,FDR 10
CG7339,RpIII128,both,0.2747,FDR 10
CG7339,KdelR,diopt4,0.2485,FDR 10
ATPsyndelta,sun,both,0.7671,FDR 1
ATPsyndelta,ATPsyngamma,both,0.6933,FDR 1
ATPsyndelta,ATPsynG,both,0.4526,FDR 5
sun,ATPsyngamma,both,0.5366,FDR 5
sun,CG7409,both,0.3898,FDR 5
sun,Ost48,fly,0.3735,FDR 5
sun,TfIIFbeta,fly,0.3578,FDR 5
sun,Mpcp2,fly,0.3424,FDR 5
sun,CG34172,both,0.3182,FDR 10
sun,Nacalpha,fly,0.2386,FDR 10
sun,CG5177,fly,0.2358,FDR 10
sun,fabp,fly,0.2346,FDR 10
sun,UQCR-6.4,fly,0.2308,FDR 10
bip2,Taf10,both,0.7671,FDR 1
bip2,p53,fly,0.5023,FDR 5
bip2,PpD3,fly,0.3702,FDR 5
bip2,mamo,fly,0.3601,FDR 5
Taf10,Taf9,both,0.6313,FDR 1
Taf10,Taf6,both,0.4765,FDR 5
mago,tsu,both,0.767,FDR 1
mago,CG7483,both,0.553,FDR 1
mago,Pym,both,0.4894,FDR 5
mago,osk,fly,0.2949,FDR 10
mago,cdm,both,0.2863,FDR 10
tsu,glob1,diopt4,0.7514,FDR 1
tsu,Pym,both,0.5198,FDR 5
CG10748,Ldh,diopt4,0.3738,FDR 5
CG10748,CG13334,diopt4,0.2566,FDR 10
CG10748,Hsc70-4,diopt4,0.2319,FDR 10
Alp2,Alp8,diopt4,0.7664,FDR 1
Alp2,Alp7,diopt4,0.7595,FDR 1
Alp2,Alp11,diopt4,0.7496,FDR 1
Alp2,Alp1,diopt4,0.7443,FDR 1
Alp2,Alp10,diopt4,0.7335,FDR 1
Alp2,phu,diopt4,0.7314,FDR 1
Alp2,Alp4,diopt4,0.7302,FDR 1
Alp2,Alp6,diopt4,0.73,FDR 1
Alp2,Alp5,diopt4,0.7288,FDR 1
Alp2,Alp9,diopt4,0.723,FDR 1
Alp2,Alp12,diopt4,0.7093,FDR 1
Alp2,Alp13,diopt4,0.5286,FDR 5
Alp2,Eip93F,diopt4,0.287,FDR 10
Alp8,Alp7,diopt4,0.7562,FDR 1
Alp8,Alp11,diopt4,0.7461,FDR 1
Alp8,Alp1,diopt4,0.7411,FDR 1
Alp8,Alp4,diopt4,0.7347,FDR 1
Alp8,Alp6,diopt4,0.7322,FDR 1
Alp8,Alp10,diopt4,0.7315,FDR 1
Alp8,Alp9,diopt4,0.7284,FDR 1
Alp8,Alp5,diopt4,0.7267,FDR 1
Alp8,phu,diopt4,0.7228,FDR 1
Alp8,Alp12,diopt4,0.7011,FDR 1
Alp8,Alp13,diopt4,0.5031,FDR 5
Alp8,Eip93F,diopt4,0.4185,FDR 5
ND-ACP,ND-B14,both,0.7656,FDR 1
ND-ACP,bcn92,both,0.7605,FDR 1
ND-ACP,Sdhaf3,both,0.7223,FDR 1
ND-ACP,RpLP0-like,fly,0.6411,FDR 1
ND-ACP,Sh3beta,fly,0.586,FDR 1
ND-ACP,ND-B17,both,0.5745,FDR 1
ND-ACP,ND-15,both,0.5204,FDR 5
ND-ACP,Atg12,fly,0.3968,FDR 5
ND-ACP,CG9344,fly,0.3782,FDR 5
ND-ACP,CG17266,fly,0.3505,FDR 5
ND-ACP,CG3434,fly,0.349,FDR 5
ND-ACP,CG3594,fly,0.3307,FDR 10
ND-ACP,eIF4E1,fly,0.2904,FDR 10
ND-ACP,Set,fly,0.2877,FDR 10
ND-ACP,Jupiter,fly,0.2618,FDR 10
ND-ACP,CG15014,fly,0.2575,FDR 10
ND-ACP,Ars2,fly,0.2393,FDR 10
ND-B14,ND-30,both,0.5757,FDR 1
ND-B14,ND-75,both,0.5627,FDR 1
ND-B14,ND-39,both,0.3866,FDR 5
ND-B14,ND-B17.2,both,0.2718,FDR 10
LSm3,CG9344,both,0.7451,FDR 1
LSm3,CG17768,both,0.7252,FDR 1
LSm3,icln,both,0.7204,FDR 1
LSm3,mats,diopt4,0.6885,FDR 1
LSm3,LSm1,both,0.5791,FDR 1
LSm3,Patr-1,both,0.2685,FDR 10
Galphao,Dhit,both,0.765,FDR 1
Galphao,loco,both,0.6832,FDR 1
Galphao,RapGAP1,both,0.5279,FDR 5
Galphao,Lgr1,diopt4,0.3674,FDR 5
Galphao,Dh44-R1,diopt4,0.3661,FDR 5
Galphao,Dh44-R2,diopt4,0.3467,FDR 5
Dhit,babo,diopt4,0.2826,FDR 10
Try29F,Appl,diopt4,0.3827,FDR 5
Try29F,mys,diopt4,0.254,FDR 10
Try29F,FucTA,diopt4,0.2442,FDR 10
Try29F,Stim,diopt4,0.2244,FDR 10
Sgf11,e(y)2,both,0.7643,FDR 1
Sgf11,Saf6,fly,0.4125,FDR 5
e(y)2,CG31211,fly,0.7371,FDR 1
e(y)2,not,both,0.6397,FDR 1
e(y)2,Rsph3,fly,0.5468,FDR 5
e(y)2,Atxn7,fly,0.5059,FDR 5
e(y)2,Spt20,both,0.3488,FDR 5
e(y)2,fs(1)h,diopt4,0.2563,FDR 10
CG17768,LSm1,both,0.6841,FDR 1
CG17768,CG9344,both,0.6108,FDR 1
CG17768,Rrp46,fly,0.546,FDR 5
CG17768,SmD2,both,0.5077,FDR 5
CG17768,Mapmodulin,fly,0.465,FDR 5
CG32121,CG34376,fly,0.7604,FDR 1
CG32121,BtbVII,fly,0.7537,FDR 1
CG32121,bab1,fly,0.7445,FDR 1
CG32121,lola,fly,0.7382,FDR 1
CG32121,Dr,fly,0.249,FDR 10
bcn92,Nfs1,both,0.7547,FDR 1
bcn92,mats,diopt4,0.3446,FDR 5
CG34376,rib,fly,0.7523,FDR 1
CG34376,CG6765,fly,0.7416,FDR 1
CG34376,grk,fly,0.5416,FDR 5
CG34376,CG16979,fly,0.4615,FDR 5
CG34376,Nxt1,fly,0.3007,FDR 10
CG34376,CG14137,fly,0.234,FDR 10
CG34376,CG31688,fly,0.2285,FDR 10
Alp7,Alp11,diopt4,0.7411,FDR 1
Alp7,Alp1,diopt4,0.7376,FDR 1
Alp7,Alp5,diopt4,0.732,FDR 1
Alp7,Alp6,diopt4,0.7278,FDR 1
Alp7,Alp4,diopt4,0.725,FDR 1
Alp7,phu,diopt4,0.7248,FDR 1
Alp7,Alp9,diopt4,0.7238,FDR 1
Alp7,Alp10,diopt4,0.7117,FDR 1
Alp7,Alp12,diopt4,0.7062,FDR 1
Alp7,Alp13,diopt4,0.3716,FDR 5
Alp7,Mitf,diopt4,0.2461,FDR 10
CG8243,Arf6,diopt4,0.7583,FDR 1
CG8243,Tomosyn,diopt4,0.3289,FDR 10
CG8243,p120ctn,diopt4,0.2336,FDR 10
CG8243,ALiX,diopt4,0.2268,FDR 10
Arf6,ArfGAP3,both,0.7468,FDR 1
Arf6,Efa6,both,0.6345,FDR 1
Arf6,Rab2,diopt4,0.6274,FDR 1
Arf6,hh,fly,0.6191,FDR 1
Arf6,Asap,both,0.6179,FDR 1
Arf6,gammaCOP,diopt4,0.6047,FDR 1
Arf6,Pld,diopt4,0.5241,FDR 5
Arf6,pav,both,0.4807,FDR 5
Arf6,betaCOP,diopt4,0.4585,FDR 5
Arf6,Sec31,diopt4,0.2787,FDR 10
Arf6,Sec23,diopt4,0.2619,FDR 10
CG14407,CG33672,both,0.7582,FDR 1
CG14407,H2.0,fly,0.5221,FDR 5
CG14407,sage,fly,0.2247,FDR 10
CG33672,CG6523,both,0.7246,FDR 1
CG33672,CIAPIN1,both,0.5306,FDR 5
SmD2,SmD1,both,0.7578,FDR 1
SmD2,SmF,both,0.7236,FDR 1
SmD2,Sbat,fly,0.7036,FDR 1
SmD2,CG9344,both,0.7028,FDR 1
SmD2,CG4270,diopt4,0.6028,FDR 1
SmD2,Nph,both,0.5828,FDR 1
